"id;""pesid"";""data_inversa"";""dia_semana"";""horario"";""uf"";""br"";""km"";""municipio"";""causa_principal"";""causa_acidente"";""ordem_tipo_acidente"";""tipo_acidente"";""classificacao_acidente"";""fase_dia"";""sentido_via"";""condicao_metereologica"";""tipo_pista"";""tracado_via"";""uso_solo"";""id_veiculo"";""tipo_veiculo"";""marca"";""ano_fabricacao_veiculo"";""tipo_envolvido"";""estado_fisico"";""idade"";""sexo"";""ilesos"";""feridos_leves"";""feridos_graves"";""mortos"";""latitude"";""longitude"";""regional"";""delegacia"";""uop""",,,
"182223;402124;2019-01-01;""terça-feira"";""02:15:00"";""RS"";386;73","7;""BOA VISTA DAS MISSOES"";""Sim"";""Ingestão de Álcool"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Nublado"";""Simples"";""Curva"";""Sim"";324871;""Automóvel"";""GM/CORSA SUPER"";2000;""Condutor"";""Lesões Graves"";52;""Masculino"";0;0;1;0;-27",693541;-53,"300945;""SR-RS"";""DEL08"";""UOP02/RS"""
"182223;402124;2019-01-01;""terça-feira"";""02:15:00"";""RS"";386;73","7;""BOA VISTA DAS MISSOES"";""Não"";""Falta de Atenção à Condução"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Nublado"";""Simples"";""Curva"";""Sim"";324871;""Automóvel"";""GM/CORSA SUPER"";2000;""Condutor"";""Lesões Graves"";52;""Masculino"";0;0;1;0;-27",693541;-53,"300945;""SR-RS"";""DEL08"";""UOP02/RS"""
"182223;402130;2019-01-01;""terça-feira"";""02:15:00"";""RS"";386;73","7;""BOA VISTA DAS MISSOES"";""Sim"";""Ingestão de Álcool"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Nublado"";""Simples"";""Curva"";""Sim"";324872;""Automóvel"";""FORD/FIESTA FLEX"";2011;""Condutor"";""Lesões Leves"";40;""Masculino"";0;1;0;0;-27",693541;-53,"300945;""SR-RS"";""DEL08"";""UOP02/RS"""
"182223;402130;2019-01-01;""terça-feira"";""02:15:00"";""RS"";386;73","7;""BOA VISTA DAS MISSOES"";""Não"";""Falta de Atenção à Condução"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Nublado"";""Simples"";""Curva"";""Sim"";324872;""Automóvel"";""FORD/FIESTA FLEX"";2011;""Condutor"";""Lesões Leves"";40;""Masculino"";0;1;0;0;-27",693541;-53,"300945;""SR-RS"";""DEL08"";""UOP02/RS"""
"182225;403871;2019-01-01;""terça-feira"";""02:00:00"";""MG"";50;77","3;""UBERLANDIA"";""Sim"";""Desobediência às normas de trânsito pelo condutor"";2;""Queda de ocupante de veículo"";""Com Vítimas Feridas"";""Plena Noite"";""Crescente"";""Chuva"";""Dupla"";""Interseção de vias"";""Não"";324901;""Motoneta"";""HONDA/C100 BIZ"";2001;""Passageiro"";""Lesões Graves"";36;""Feminino"";0;0;1;0;-18",9444;-48,"2185;""SR-MG"";""DEL4/15"";""UOP01/MG"""
"182225;403871;2019-01-01;""terça-feira"";""02:00:00"";""MG"";50;77","3;""UBERLANDIA"";""Sim"";""Desobediência às normas de trânsito pelo condutor"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Crescente"";""Chuva"";""Dupla"";""Interseção de vias"";""Não"";324901;""Motoneta"";""HONDA/C100 BIZ"";2001;""Passageiro"";""Lesões Graves"";36;""Feminino"";0;0;1;0;-18",9444;-48,"2185;""SR-MG"";""DEL4/15"";""UOP01/MG"""
"182225;402140;2019-01-01;""terça-feira"";""02:00:00"";""MG"";50;77","3;""UBERLANDIA"";""Sim"";""Desobediência às normas de trânsito pelo condutor"";2;""Queda de ocupante de veículo"";""Com Vítimas Feridas"";""Plena Noite"";""Crescente"";""Chuva"";""Dupla"";""Interseção de vias"";""Não"";324901;""Motoneta"";""HONDA/C100 BIZ"";2001;""Condutor"";""Lesões Graves"";45;""Masculino"";0;0;1;0;-18",9444;-48,"2185;""SR-MG"";""DEL4/15"";""UOP01/MG"""
"182225;402140;2019-01-01;""terça-feira"";""02:00:00"";""MG"";50;77","3;""UBERLANDIA"";""Sim"";""Desobediência às normas de trânsito pelo condutor"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Crescente"";""Chuva"";""Dupla"";""Interseção de vias"";""Não"";324901;""Motoneta"";""HONDA/C100 BIZ"";2001;""Condutor"";""Lesões Graves"";45;""Masculino"";0;0;1;0;-18",9444;-48,"2185;""SR-MG"";""DEL4/15"";""UOP01/MG"""
"182225;402123;2019-01-01;""terça-feira"";""02:00:00"";""MG"";50;77","3;""UBERLANDIA"";""Sim"";""Desobediência às normas de trânsito pelo condutor"";2;""Queda de ocupante de veículo"";""Com Vítimas Feridas"";""Plena Noite"";""Crescente"";""Chuva"";""Dupla"";""Interseção de vias"";""Não"";324902;""Caminhonete"";""FIAT/STRADA FIRE FLEX"";2011;""Condutor"";""Ileso"";54;""Masculino"";1;0;0;0;-18",9444;-48,"2185;""SR-MG"";""DEL4/15"";""UOP01/MG"""
"182225;402123;2019-01-01;""terça-feira"";""02:00:00"";""MG"";50;77","3;""UBERLANDIA"";""Sim"";""Desobediência às normas de trânsito pelo condutor"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Crescente"";""Chuva"";""Dupla"";""Interseção de vias"";""Não"";324902;""Caminhonete"";""FIAT/STRADA FIRE FLEX"";2011;""Condutor"";""Ileso"";54;""Masculino"";1;0;0;0;-18",9444;-48,"2185;""SR-MG"";""DEL4/15"";""UOP01/MG"""
"182226;402887;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Não"";""Velocidade Incompatível"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324889;""Automóvel"";""CITROEN/C3 AIRC TENDANCE"";2014;""Condutor"";""Lesões Leves"";38;""Masculino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182226;402887;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Sim"";""Ingestão de Álcool"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324889;""Automóvel"";""CITROEN/C3 AIRC TENDANCE"";2014;""Condutor"";""Lesões Leves"";38;""Masculino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182226;402919;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Não"";""Velocidade Incompatível"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324890;""Caminhonete"";""FIAT/STRADA ADVENTURE CD"";2012;""Passageiro"";""Lesões Leves"";23;""Feminino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182226;402919;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Sim"";""Ingestão de Álcool"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324890;""Caminhonete"";""FIAT/STRADA ADVENTURE CD"";2012;""Passageiro"";""Lesões Leves"";23;""Feminino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182226;402917;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Não"";""Velocidade Incompatível"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324890;""Caminhonete"";""FIAT/STRADA ADVENTURE CD"";2012;""Condutor"";""Lesões Leves"";34;""Masculino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182226;402917;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Sim"";""Ingestão de Álcool"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324890;""Caminhonete"";""FIAT/STRADA ADVENTURE CD"";2012;""Condutor"";""Lesões Leves"";34;""Masculino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182226;402915;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Não"";""Velocidade Incompatível"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324889;""Automóvel"";""CITROEN/C3 AIRC TENDANCE"";2014;""Passageiro"";""Lesões Leves"";24;""Feminino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182226;402915;2019-01-01;""terça-feira"";""02:10:00"";""SP"";101;39","5;""UBATUBA"";""Sim"";""Ingestão de Álcool"";1;""Colisão frontal"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Reta"";""Sim"";324889;""Automóvel"";""CITROEN/C3 AIRC TENDANCE"";2014;""Passageiro"";""Lesões Leves"";24;""Feminino"";0;1;0;0;-23",41331965;-45,"03313065;""SR-SP"";""DEL6"";""UOP03/SP"""
"182227;402138;2019-01-01;""terça-feira"";""02:30:00"";""PR"";376;7","5;""MARINGA"";""Sim"";""Ingestão de Álcool"";1;""Colisão com objeto estático"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Dupla"";""Curva"";""Não"";324894;""Automóvel"";""TOYOTA/ETIOS SD XLS"";2013;""Passageiro"";""Ileso"";NA;""Masculino"";1;0;0;0;-23",37199185;-51,"92399383;""SR-PR"";""DEL7/7"";""UOP04/PR"""
"182227;402116;2019-01-01;""terça-feira"";""02:30:00"";""PR"";376;7","5;""MARINGA"";""Sim"";""Ingestão de Álcool"";1;""Colisão com objeto estático"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Dupla"";""Curva"";""Não"";324894;""Automóvel"";""TOYOTA/ETIOS SD XLS"";2013;""Condutor"";""Lesões Leves"";27;""Masculino"";0;1;0;0;-23",37199185;-51,"92399383;""SR-PR"";""DEL7/7"";""UOP04/PR"""
"182228;403997;2019-01-01;""terça-feira"";""03:05:00"";""MG"";381;487","6;""BETIM"";""Sim"";""Velocidade Incompatível"";1;""Colisão com objeto estático"";""Com Vítimas Feridas"";""Plena Noite"";""Crescente"";""Nublado"";""Dupla"";""Não Informado"";""Sim"";324881;""Automóvel"";""GM/CORSA HATCH MAXX"";2006;""Condutor"";""Lesões Leves"";22;""Masculino"";0;1;0;0;-19",9572;-44,"1243;""SR-MG"";""DEL4/1"";""UOP03/MG"""
"182230;403909;2019-01-01;""terça-feira"";""03:50:00"";""RJ"";40;97;""DUQUE DE CAXIAS"";""Sim"";""Velocidade Incompatível"";2;""Capotamento"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Garoa/Chuvisco"";""Simples"";""Curva"";""Não"";324892;""Camioneta"";""RENAULT/DUSTER DYN16 SCE"";2018;""Passageiro"";""Lesões Leves"";72;""Feminino"";0;1;0;0;-22",5853;-43,"271;""SR-RJ"";""DEL5/6"";""UOP03/RJ""",
"182230;403909;2019-01-01;""terça-feira"";""03:50:00"";""RJ"";40;97;""DUQUE DE CAXIAS"";""Sim"";""Velocidade Incompatível"";1;""Colisão com objeto estático"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Garoa/Chuvisco"";""Simples"";""Curva"";""Não"";324892;""Camioneta"";""RENAULT/DUSTER DYN16 SCE"";2018;""Passageiro"";""Lesões Leves"";72;""Feminino"";0;1;0;0;-22",5853;-43,"271;""SR-RJ"";""DEL5/6"";""UOP03/RJ""",
"182230;403908;2019-01-01;""terça-feira"";""03:50:00"";""RJ"";40;97;""DUQUE DE CAXIAS"";""Sim"";""Velocidade Incompatível"";2;""Capotamento"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Garoa/Chuvisco"";""Simples"";""Curva"";""Não"";324892;""Camioneta"";""RENAULT/DUSTER DYN16 SCE"";2018;""Condutor"";""Lesões Leves"";44;""Masculino"";0;1;0;0;-22",5853;-43,"271;""SR-RJ"";""DEL5/6"";""UOP03/RJ""",
"182230;403908;2019-01-01;""terça-feira"";""03:50:00"";""RJ"";40;97;""DUQUE DE CAXIAS"";""Sim"";""Velocidade Incompatível"";1;""Colisão com objeto estático"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Garoa/Chuvisco"";""Simples"";""Curva"";""Não"";324892;""Camioneta"";""RENAULT/DUSTER DYN16 SCE"";2018;""Condutor"";""Lesões Leves"";44;""Masculino"";0;1;0;0;-22",5853;-43,"271;""SR-RJ"";""DEL5/6"";""UOP03/RJ""",
"182231;402094;2019-01-01;""terça-feira"";""02:40:00"";""SC"";282;599","3;""CUNHA PORA"";""Sim"";""Ingestão de álcool e/ou substâncias psicoativas pelo pedestre"";1;""Colisão com objeto estático"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Não Informado"";""Não"";324887;""Automóvel"";""FORD/FIESTA FLEX"";2012;""Passageiro"";""Lesões Graves"";30;""Feminino"";0;0;1;0;-26",820206;-53,"155052;""SR-SC"";""DEL7"";""UOP02/SC"""
"182231;402093;2019-01-01;""terça-feira"";""02:40:00"";""SC"";282;599","3;""CUNHA PORA"";""Sim"";""Ingestão de álcool e/ou substâncias psicoativas pelo pedestre"";1;""Colisão com objeto estático"";""Com Vítimas Feridas"";""Plena Noite"";""Decrescente"";""Céu Claro"";""Simples"";""Não Informado"";""Não"";324887;""Automóvel"";""FORD/FIESTA FLEX"";2012;""Condutor"";""Lesões Graves"";37;""Masculino"";0;0;1;0;-26",820206;-53,"155052;""SR-SC"";""DEL7"";""UOP02/SC"""
"182232;402143;2019-01-01;""terça-feira"";""03:00:00"";""PB"";230;501","3;""CAJAZEIRAS"";""Sim"";""Falta de Atenção à Condução"";3;""Tombamento"";""Com Vítimas Fatais"";""Plena Noite"";""Crescente"";""Nublado"";""Simples"";""Reta"";""Sim"";324918;""Motocicleta"";""HONDA/NXR150 BROS KS"";2010;""Condutor"";""Óbito"";42;""Masculino"";0;0;0;1;-6",899;-38,"5159;""SR-PB"";""DEL14/3"";""UOP03/PB"""
